name,created_at,forks,topics,categories
attention-is-all-you-need-pytorch,2017-06-14T10:15:20Z,1914,"['attention', 'attention-is-all-you-need', 'deep-learning', 'natural-language-processing', 'nlp', 'pytorch']",['Machine Learning']
python-machine-learning-book-3rd-edition,2019-06-07T04:19:59Z,1910,"['deep-learning', 'machine-learning', 'scikit-learn', 'tensorflow']",['Machine Learning']
JARVIS,2023-03-30T02:57:12Z,1907,"['deep-learning', 'platform', 'pytorch']",['Machine Learning']
Hacktoberfest,2019-09-25T18:23:48Z,1906,"['cpp', 'css', 'dev', 'developer', 'digitalocean', 'github', 'hacktoberfest', 'hacktoberfest2019', 'hacktoberfest2020', 'html', 'java', 'javascript', 'machine-learning']","['Machine Learning', 'Web Programming']"
tfjs,2018-03-05T05:41:02Z,1904,"['deep-learning', 'deep-neural-network', 'gpu-acceleration', 'javascript', 'machine-learning', 'neural-network', 'typescript', 'wasm', 'web-assembly', 'webgl']","['Machine Learning', 'Web Programming']"
dlwpt-code,2018-03-31T22:58:20Z,1900,"['deep-learning', 'deep-neural-networks', 'python', 'python3', 'pytorch']",['Machine Learning']
SSD-Tensorflow,2017-01-18T13:45:38Z,1894,"['deep-learning', 'object-detection', 'ssd', 'tensorflow', 'yolo']",['Machine Learning']
Tensorflow-Tutorial,2017-05-10T11:02:32Z,1887,"['autoencoder', 'classification', 'cnn', 'deep-q-network', 'dqn', 'dropout', 'gan', 'generative-adversarial-network', 'machine-learning', 'neural-network', 'regression', 'rnn', 'tensorflow', 'tensorflow-tutorials', 'tutorial']","['Machine Learning', 'Beginner']"
ASRT_SpeechRecognition,2017-03-06T15:28:21Z,1876,"['asrt', 'chinese-speech-recognition', 'cnn', 'ctc', 'keras', 'python', 'python3', 'speech-recognition', 'speech-to-text', 'tensorflow']",['Machine Learning']
instant-ngp,2022-01-05T17:11:30Z,1862,"['3d-reconstruction', 'computer-graphics', 'computer-vision', 'cuda', 'function-approximation', 'machine-learning', 'nerf', 'neural-network', 'real-time', 'real-time-rendering', 'realtime', 'signed-distance-functions']",['Machine Learning']
Halfrost-Field,2017-04-02T11:24:18Z,1850,"['algorithm', 'analyze', 'article', 'blog', 'go', 'golang', 'ios', 'javascript', 'machine-learning', 'network', 'objective-c', 'source-code', 'swift']","['Machine Learning', 'Web Programming']"
pythoncode-tutorials,2019-07-29T12:35:40Z,1840,"['computer-vision', 'ethical-hacking', 'face-detection', 'machine-learning', 'natural-language-processing', 'network-analysis', 'network-programming', 'network-security', 'programming-tutorial', 'python', 'python-tutorials', 'python3', 'scapy', 'scapy-tutorials', 'socket-programming', 'text-classification', 'tutorials', 'web-scraping']","['Machine Learning', 'Beginner']"
machinelearning,2018-05-03T16:20:42Z,1837,"['algorithms', 'dotnet', 'machine-learning', 'ml']",['Machine Learning']
tensorpack,2015-12-25T23:08:44Z,1817,"['deep-learning', 'machine-learning', 'neural-networks', 'reinforcement-learning', 'tensorflow']",['Machine Learning']
data-science-interviews,2020-03-02T19:06:53Z,1804,"['data-science', 'data-science-interviews', 'interview-questions', 'machine-learning']",['Machine Learning']
nni,2018-06-01T05:51:44Z,1801,"['automated-machine-learning', 'automl', 'bayesian-optimization', 'data-science', 'deep-learning', 'deep-neural-network', 'distributed', 'feature-engineering', 'hyperparameter-optimization', 'hyperparameter-tuning', 'machine-learning', 'machine-learning-algorithms', 'mlops', 'model-compression', 'nas', 'neural-architecture-search', 'neural-network', 'python', 'pytorch', 'tensorflow']",['Machine Learning']
deep-learning-keras-tf-tutorial,2021-01-05T09:14:51Z,1800,"['deep-learning', 'deep-neural-networks', 'keras', 'keras-tensorflow', 'mnist', 'object-detection', 'tensorflow']",['Machine Learning']
python-small-examples,2019-11-17T01:47:01Z,1796,"['data-science', 'machine-learning', 'python', 'python-gui', 'python-web', 'pytorch', 'tensorflow']",['Machine Learning']
deepface,2020-02-08T20:42:28Z,1783,"['age-prediction', 'arcface', 'deep-learning', 'deepface', 'deepid', 'emotion-recognition', 'face-analysis', 'face-recognition', 'facenet', 'facial-expression-recognition', 'facial-recognition', 'gender-prediction', 'machine-learning', 'openface', 'python', 'race-classification', 'vgg-face']",['Machine Learning']
data-science-blogs,2015-08-05T11:58:14Z,1782,"['data-science', 'machine-learning']",['Machine Learning']
Machine-Learning-with-Python,2017-07-17T03:06:13Z,1770,"['artificial-intelligence', 'classification', 'clustering', 'data-science', 'decision-trees', 'deep-learning', 'dimensionality-reduction', 'flask', 'k-nearest-neighbours', 'machine-learning', 'matplotlib', 'naive-bayes', 'neural-network', 'numpy', 'pandas', 'pytest', 'random-forest', 'regression', 'scikit-learn', 'statistics']",['Machine Learning']
photoprism,2018-01-27T12:00:15Z,1761,"['ai', 'golang', 'google-photos', 'machine-learning', 'photography', 'private-cloud', 'self-hosted', 'tensorflow']",['Machine Learning']
3D-Machine-Learning,2017-08-12T15:20:54Z,1760,"['3d', '3d-reconstruction', 'constructive-solid-geometries', 'machine-learning', 'mesh', 'neural-networks', 'papers', 'point-cloud', 'primitives', 'voxel']",['Machine Learning']
awesome-mlops,2020-03-03T11:37:19Z,1758,"['ai', 'data-science', 'devops', 'engineering', 'federated-learning', 'machine-learning', 'ml', 'mlops', 'software-engineering']",['Machine Learning']
Machine-Learning-Specialization-Coursera,2022-06-16T15:31:02Z,1752,"['andrew-ng', 'andrew-ng-machine-learning', 'coursera', 'coursera-assignment', 'coursera-specialization', 'decision-trees', 'deep-learning', 'linear-regression', 'logistic-regression', 'machine-learning', 'mooc', 'neural-network', 'python', 'recommendation-system', 'solutions', 'supervised-machine-learning', 'tensorflow', 'unsupervised-learning', 'unsupervised-machine-learning']",['Machine Learning']
ssd.pytorch,2017-02-08T01:50:36Z,1732,"['computer-vision', 'deep-learning', 'image-recognition', 'machine-learning', 'object-detection', 'pytorch', 'ssd', 'webcam']",['Machine Learning']
MLAlgorithms,2016-10-05T06:46:45Z,1727,"['deep-learning', 'machine-learning', 'machine-learning-algorithms', 'neural-networks', 'python']",['Machine Learning']
pycaret,2019-11-23T18:40:48Z,1709,"['anomaly-detection', 'citizen-data-scientists', 'classification', 'clustering', 'data-science', 'gpu', 'machine-learning', 'ml', 'pycaret', 'python', 'regression', 'time-series']",['Machine Learning']
anomaly-detection-resources,2018-05-16T20:02:54Z,1706,"['anomaly-detection', 'awesome', 'awesome-list', 'data-mining', 'fraud', 'fraud-detection', 'graph-neural-networks', 'machine-learning', 'outlier', 'outlier-detection', 'outlier-ensembles', 'time-series-analysis', 'unsupervised-learning']",['Machine Learning']
ML-YouTube-Courses,2021-06-25T09:39:16Z,1702,"['ai', 'data-science', 'deep-learning', 'machine-learning', 'natural-language-processing', 'nlp']",['Machine Learning']
awesome-ml-for-cybersecurity,2016-12-20T12:46:36Z,1699,"['awesome-list', 'cyber-security', 'data-mining', 'machine-learning']",['Machine Learning']
pix2pix,2016-11-16T22:48:50Z,1695,"['computer-graphics', 'computer-vision', 'dcgan', 'deep-learning', 'gan', 'generative-adversarial-network', 'image-generation', 'image-manipulation', 'image-to-image-translation', 'pix2pix']",['Machine Learning']
hub,2018-03-12T07:55:42Z,1675,"['embeddings', 'image-classification', 'machine-learning', 'ml', 'python', 'tensorflow', 'transfer-learning']",['Machine Learning']
Practical_RL,2017-01-23T16:18:00Z,1666,"['course-materials', 'deep-learning', 'deep-reinforcement-learning', 'git-course', 'hacktoberfest', 'keras', 'mooc', 'pytorch', 'pytorch-tutorials', 'reinforcement-learning', 'tensorflow']",['Machine Learning']
doccano,2018-05-09T06:10:05Z,1656,"['annotation-tool', 'data-labeling', 'dataset', 'datasets', 'machine-learning', 'natural-language-processing', 'nuxt', 'nuxtjs', 'python', 'text-annotation', 'vue', 'vuejs']",['Machine Learning']
mlops-zoomcamp,2021-10-21T09:35:28Z,1652,"['machine-learning', 'mlops', 'model-deployment', 'model-monitoring', 'workflow-orchestration']",['Machine Learning']
awesome-aws,2015-10-12T12:02:47Z,1644,"['aws', 'aws-cli', 'aws-sdk', 'cloud', 'cloud-management', 'cloudformation', 'cloudwatch', 'dynamodb', 'ec2', 'ecs', 'elasticsearch', 'iam', 'kinesis', 'lambda', 'machine-learning', 'rds', 'redshift', 'route53', 's3', 'serverless']",['Machine Learning']
practical-machine-learning-with-python,2017-07-29T10:31:36Z,1633,"['classification', 'clustering', 'computer-vision', 'convolutional-neural-networks', 'deep-learning', 'jupyter', 'jupyter-notebook', 'keras', 'machine-learning', 'natural-language-processing', 'nltk', 'notebook', 'pandas', 'prophet', 'python', 'scikit-learn', 'spacy', 'statsmodels', 'tensorflow', 'time-series-analysis']",['Machine Learning']
yolo_tracking,2020-06-26T09:26:23Z,1633,"['botsort', 'bytetrack', 'deep-learning', 'deepocsort', 'mot', 'mots', 'multi-object-tracking', 'multi-object-tracking-segmentation', 'ocsort', 'osnet', 'segmentation', 'strongsort', 'tensorrt', 'tracking-by-detection', 'yolo']",['Machine Learning']
ydata-profiling,2016-01-09T23:47:55Z,1624,"['big-data-analytics', 'data-analysis', 'data-exploration', 'data-profiling', 'data-quality', 'data-science', 'deep-learning', 'eda', 'exploration', 'exploratory-data-analysis', 'hacktoberfest', 'html-report', 'jupyter', 'jupyter-notebook', 'machine-learning', 'pandas', 'pandas-dataframe', 'pandas-profiling', 'python', 'statistics']",['Machine Learning']
awesome-artificial-intelligence,2015-01-27T09:27:48Z,1619,"['ai', 'artificial-intelligence', 'deep-learning', 'intelligent-machines', 'intelligent-systems', 'machine-intelligence', 'machine-learning', 'neural-network', 'reinforcement-learning', 'statistical-learning', 'unsupervised-learning']",['Machine Learning']
MidJourney-Styles-and-Keywords-Reference,2022-07-03T07:08:06Z,1612,"['ai', 'ai-art', 'ai-research', 'analysis', 'artificial-intelligence', 'artificial-neural-networks', 'encyclopedia', 'guide', 'guidebook', 'keywords', 'manual', 'midjourney', 'neural-network', 'prompt', 'promptory', 'reference', 'styles']",['Machine Learning']
MNN,2019-04-15T07:40:18Z,1610,"['arm', 'convolution', 'deep-learning', 'deep-neural-networks', 'embedded-devices', 'machine-learning', 'ml', 'mnn', 'vulkan', 'winograd-algorithm']",['Machine Learning']
angel,2017-04-25T05:57:43Z,1609,"['high-dimensional', 'machine-learning', 'model', 'online-learning', 'parameter-server', 'scala', 'spark', 'spark-streaming']",['Machine Learning']
TensorLayer,2016-06-07T15:55:16Z,1608,"['a3c', 'artificial-intelligence', 'chatbot', 'deep-learning', 'dqn', 'gan', 'google', 'imagenet', 'neural-network', 'object-detection', 'python', 'reinforcement-learning', 'tensorflow', 'tensorflow-tutorial', 'tensorflow-tutorials', 'tensorlayer']",['Machine Learning']
Artificial-Intelligence-Deep-Learning-Machine-Learning-Tutorials,2017-07-13T19:46:01Z,1608,"['artificial-intelligence', 'aws', 'capsule-network', 'convolutional-neural-networks', 'deep-learning', 'ipython-notebook', 'kaggle', 'keras', 'lua', 'machine-learning', 'matplotlib', 'neural-network', 'pandas', 'python', 'python-data', 'pytorch', 'scikit-learn', 'tensorflow', 'tensorflow-tutorials', 'torch']",['Machine Learning']
deepchem,2015-09-24T23:20:28Z,1606,"['biology', 'deep-learning', 'drug-discovery', 'hacktoberfest', 'materials-science', 'quantum-chemistry']",['Machine Learning']
FinGPT,2023-02-11T20:21:34Z,1605,"['chatgpt', 'finance', 'fingpt', 'fintech', 'large-language-models', 'machine-learning', 'nlp', 'prompt-engineering', 'pytorch', 'reinforcement-learning', 'robo-advisor', 'sentiment-analysis', 'technical-analysis']",['Machine Learning']
haystack,2019-11-14T09:05:28Z,1601,"['ai', 'bert', 'chatgpt', 'generative-ai', 'gpt-3', 'information-retrieval', 'language-model', 'large-language-models', 'machine-learning', 'nlp', 'python', 'pytorch', 'question-answering', 'semantic-search', 'squad', 'summarization', 'transformers']",['Machine Learning']
DeepLabCut,2018-03-26T22:29:12Z,1597,"['animal-pose-estimation', 'behavior-analysis', 'deep-learning', 'deeplabcut', 'feature-detectors', 'keypoint-detection', 'keypoint-tracking', 'labeling-tool', 'pose-estimation', 'toolbox']",['Machine Learning']
Paddle-Lite,2017-09-20T11:41:42Z,1592,"['arm', 'baidu', 'deep-learning', 'embedded', 'fpga', 'mali', 'mdl', 'mobile', 'mobile-deep-learning', 'neural-network']",['Machine Learning']
tf-faster-rcnn,2017-01-23T19:51:32Z,1580,"['coco', 'faster-rcnn', 'mobilenet', 'object-detection', 'resnet', 'tensorboard', 'tensorflow', 'voc']",['Machine Learning']
albumentations,2018-06-06T03:10:50Z,1580,"['augmentation', 'deep-learning', 'detection', 'fast-augmentations', 'image-augmentation', 'image-classification', 'image-processing', 'image-segmentation', 'machine-learning', 'object-detection', 'python', 'segmentation']",['Machine Learning']
Lihang,2018-06-19T14:46:07Z,1577,"['book', 'lihang', 'machine-learning', 'python', 'statistical-learning-methods']",['Machine Learning']
pattern,2011-05-03T15:29:01Z,1573,"['machine-learning', 'natural-language-processing', 'network-analysis', 'python', 'sentiment-analysis', 'web-mining', 'wordnet']",['Machine Learning']
mlpack,2014-12-17T18:16:59Z,1562,"['c-plus-plus', 'deep-learning', 'hacktoberfest', 'machine-learning', 'machine-learning-library', 'nearest-neighbor-search', 'regression', 'scientific-computing']",['Machine Learning']
Screenshot-to-code,2017-10-16T11:41:48Z,1544,"['cnn', 'cnn-keras', 'deep-learning', 'encoder-decoder', 'floydhub', 'jupyter', 'jupyter-notebook', 'keras', 'lstm', 'machine-learning', 'seq2seq']",['Machine Learning']
hands-on-ml-zh,2018-04-08T09:19:49Z,1543,"['book', 'deep-learning', 'machine-learning', 'python', 'sklearn', 'tensorflow']",['Machine Learning']
pipelines,2018-05-12T00:31:47Z,1540,"['data-science', 'kubeflow', 'kubeflow-pipelines', 'kubernetes', 'machine-learning', 'mlops', 'pipeline']",['Machine Learning']
tpot,2015-11-03T21:08:40Z,1539,"['adsp', 'ag066833', 'aiml', 'alzheimer', 'alzheimers', 'automated-machine-learning', 'automation', 'automl', 'data-science', 'feature-engineering', 'gradient-boosting', 'hyperparameter-optimization', 'machine-learning', 'model-selection', 'nia', 'parameter-tuning', 'python', 'random-forest', 'scikit-learn', 'u01ag066833']",['Machine Learning']
FATE,2019-01-24T10:32:43Z,1536,"['algorithm', 'fate', 'federated-learning', 'machine-learning', 'privacy-preserving']",['Machine Learning']
tensorflow-windows-wheel,2017-12-26T07:28:32Z,1530,"['binary', 'build', 'cpp', 'library', 'python', 'tensorflow', 'wheel', 'windows']",['Machine Learning']
python-ml-course,2018-03-20T11:02:45Z,1529,"['artificial-neural-networks', 'data-science', 'machine-learning', 'python', 'regression-models', 'svm']",['Machine Learning']
PythonPark,2020-04-29T06:24:33Z,1527,"['deep-learning', 'deeplearning', 'python', 'python-spider', 'python3', 'pytorch', 'webspider']",['Machine Learning']
stable-baselines3,2020-05-05T05:52:26Z,1525,"['baselines', 'gsde', 'gym', 'machine-learning', 'openai', 'python', 'pytorch', 'reinforcement-learning', 'reinforcement-learning-algorithms', 'robotics', 'sb3', 'sde', 'stable-baselines', 'toolbox']",['Machine Learning']
machine-learning-yearning-cn,2018-06-19T19:26:39Z,1514,"['book', 'deep-learning', 'machine-learning']",['Machine Learning']
datasets,2018-09-10T21:27:22Z,1507,"['data', 'dataset', 'datasets', 'jax', 'machine-learning', 'numpy', 'tensorflow']",['Machine Learning']
Resume-Matcher,2020-04-08T03:26:49Z,1491,"['applicant-tracking-system', 'ats', 'hacktoberfest', 'machine-learning', 'natural-language-processing', 'nextjs', 'python', 'resume', 'resume-builder', 'resume-parser', 'text-similarity', 'typescript', 'vector-search', 'word-embeddings']",['Machine Learning']
course-nlp,2019-05-14T20:39:05Z,1480,"['data-science', 'machine-learning', 'nlp', 'python']",['Machine Learning']
pyprobml,2016-08-17T16:42:24Z,1471,"['blackjax', 'colab', 'flax', 'jax', 'jupyter-notebooks', 'machine-learning', 'numpyro', 'pml', 'probabilistic-programming', 'pymc3', 'pyro', 'pytorch', 'tensorflow']",['Machine Learning']
text-classification-cnn-rnn,2017-08-28T05:41:22Z,1469,"['chinese', 'classification', 'cnn', 'rnn', 'tensorboard', 'tensorflow', 'text-classification']",['Machine Learning']
sklearn-doc-zh,2017-09-27T03:25:03Z,1466,"['documentation', 'machine-learning', 'python', 'scikit-learn']",['Machine Learning']
Datasets,2018-03-09T19:46:26Z,1465,"['datasets', 'machine-learning']",['Machine Learning']
pytorch-grad-cam,2017-05-31T19:55:15Z,1462,"['class-activation-maps', 'computer-vision', 'deep-learning', 'explainable-ai', 'explainable-ml', 'grad-cam', 'image-classification', 'interpretability', 'interpretable-ai', 'interpretable-deep-learning', 'machine-learning', 'object-detection', 'pytorch', 'score-cam', 'vision-transformers', 'visualizations', 'xai']",['Machine Learning']
pointnet,2017-01-31T04:50:28Z,1443,"['classification', 'geometry-processing', 'neural-network', 'point-cloud', 'segmentation', 'tensorflow']",['Machine Learning']
ICCV2023-Paper-Code-Interpretation,2019-04-01T04:19:27Z,1431,"['action-recognition', 'computer-vision', 'deep-learning', 'iccv2017', 'iccv2019', 'iccv2021', 'image-classification', 'image-recognition', 'image-segmentation', 'machine-learning', 'object-detection']",['Machine Learning']
pix2code,2017-05-24T05:51:41Z,1427,"['datasets', 'deep-learning', 'deep-neural-networks', 'front-end-development', 'graphical-user-interface']",['Machine Learning']
ML-foundations,2020-04-18T15:38:51Z,1419,"['calculus', 'computer-science', 'data-science', 'data-structures', 'jupyter-notebook', 'linear-algebra', 'machine-learning', 'mathematics', 'numpy', 'probability', 'python', 'pytorch', 'statistics', 'tensorflow']",['Machine Learning']
code,2019-12-01T15:46:56Z,1409,"['data-professor', 'data-science', 'data-science-python', 'dataprofessor', 'datascience', 'exploratory-data-analysis', 'machine-learning', 'machinelearning', 'pandas', 'python', 'python-data-science', 'r', 'scikit-learn', 'scikit-learn-python', 'shiny', 'streamlit']",['Machine Learning']
autokeras,2017-11-19T23:18:20Z,1402,"['autodl', 'automated-machine-learning', 'automl', 'deep-learning', 'keras', 'machine-learning', 'neural-architecture-search', 'python', 'tensorflow']",['Machine Learning']
U-2-Net,2020-05-04T17:10:28Z,1394,"['computer-vision', 'deep-learning', 'image-background-removal', 'image-processing', 'image-segmentation', 'u-2-net', 'u2net']",['Machine Learning']
tiny-dnn,2012-12-17T14:08:06Z,1390,"['c-plus-plus', 'deep-learning', 'machine-learning', 'neural-network']",['Machine Learning']
cleverhans,2016-09-15T00:28:04Z,1384,"['benchmarking', 'machine-learning', 'security']",['Machine Learning']
kaggle-solutions,2018-11-25T04:27:49Z,1384,"['awesome', 'competition', 'data-mining', 'data-science', 'kaggle', 'machine-learning', 'solutions']",['Machine Learning']
DIGITS,2015-03-17T16:00:20Z,1379,"['caffe', 'deep-learning', 'gpu', 'machine-learning', 'torch']",['Machine Learning']
self-driving-car,2016-12-25T18:09:36Z,1378,"['computer-vision', 'convolutional-neural-networks', 'deep-learning', 'deep-neural-networks', 'detect-lane-lines', 'kalman-filter', 'lane-detection', 'lane-finding', 'lecture-material', 'particle-filter', 'pid-control', 'self-driving-car', 'tensorflow', 'traffic-sign-classification', 'udacity-self-driving-car', 'vehicle-detection']",['Machine Learning']
pix2pixHD,2017-12-01T19:19:14Z,1370,"['computer-graphics', 'computer-vision', 'deep-learning', 'deep-neural-networks', 'gan', 'generative-adversarial-network', 'image-to-image-translation', 'pix2pix', 'pytorch']",['Machine Learning']
chainer,2015-06-05T05:50:37Z,1369,"['chainer', 'cuda', 'cudnn', 'cupy', 'deep-learning', 'gpu', 'machine-learning', 'neural-network', 'neural-networks', 'numpy', 'python']",['Machine Learning']
Realtime_Multi-Person_Pose_Estimation,2016-12-12T17:40:12Z,1367,"['caffe', 'computer-vision', 'cpp11', 'cvpr-2017', 'deep-learning', 'human-behavior-understanding', 'human-pose-estimation', 'matlab', 'python', 'realtime']",['Machine Learning']
Chinese-BERT-wwm,2019-06-19T22:55:01Z,1365,"['bert', 'bert-wwm', 'bert-wwm-ext', 'chinese-bert', 'nlp', 'pytorch', 'rbt', 'roberta', 'roberta-wwm', 'tensorflow']",['Machine Learning']
tensorflow-yolov3,2018-11-23T06:26:37Z,1364,"['deep-learning', 'object-detection', 'tensorflow', 'yolov3']",['Machine Learning']
dopamine,2018-07-26T09:58:36Z,1363,"['ai', 'google', 'ml', 'rl', 'tensorflow']",['Machine Learning']
keras-rl,2016-07-02T15:53:12Z,1362,"['keras', 'machine-learning', 'neural-networks', 'reinforcement-learning', 'tensorflow', 'theano']",['Machine Learning']
server,2018-10-04T21:10:30Z,1362,"['cloud', 'datacenter', 'deep-learning', 'edge', 'gpu', 'inference', 'machine-learning']",['Machine Learning']
DeepLearning,2013-01-01T16:23:53Z,1358,['deep-learning'],['Machine Learning']
lab,2016-11-30T13:41:26Z,1358,"['artificial-intelligence', 'deep-learning', 'machine-learning', 'neural-networks']",['Machine Learning']
frigate,2019-01-26T13:52:38Z,1356,"['ai', 'camera', 'google-coral', 'home-assistant', 'home-automation', 'homeautomation', 'mqtt', 'nvr', 'object-detection', 'realtime', 'rtsp', 'tensorflow']",['Machine Learning']
techniques,2018-04-16T08:42:09Z,1337,"['convolutional-neural-networks', 'dataset', 'datasets', 'deep-learning', 'deep-neural-networks', 'earth-observation', 'image-classification', 'keras', 'machine-learning', 'object-detection', 'python', 'pytorch', 'remote-sensing', 'satellite-data', 'satellite-imagery', 'satellite-images', 'sentinel', 'tensorflow']",['Machine Learning']
text-detection-ctpn,2017-09-20T02:52:27Z,1334,"['ctpn', 'id-card', 'ocr', 'robust-reading', 'tensorflow', 'text-detection']",['Machine Learning']
face-alignment,2017-09-15T20:32:44Z,1327,"['deep-learning', 'face-alignment', 'face-detection', 'face-detector', 'python', 'pytorch']",['Machine Learning']
machine-learning-interview,2020-08-11T06:26:32Z,1327,"['deep-learning', 'interivew', 'interview-preparation', 'interview-questions', 'leetcode', 'machine-learning', 'mvp', 'system-design']",['Machine Learning']
models,2017-10-06T00:03:03Z,1322,"['deep-learning', 'download', 'models', 'onnx', 'pretrained']",['Machine Learning']
RSPapers,2018-01-30T13:57:57Z,1318,"['collaborative-filtering', 'deep-learning', 'deep-learning-based-rs', 'read-papers', 'recommender-system', 'social-recommendation', 'social-recommender', 'survey']",['Machine Learning']
pyod,2017-10-03T20:29:04Z,1312,"['anomaly', 'anomaly-detection', 'autoencoder', 'data-analysis', 'data-mining', 'data-science', 'deep-learning', 'fraud-detection', 'machine-learning', 'neural-networks', 'novelty-detection', 'out-of-distribution-detection', 'outlier-detection', 'outlier-ensembles', 'outliers', 'python', 'python3', 'unsupervised-learning']",['Machine Learning']
stanford-cs-230-deep-learning,2018-11-27T05:12:37Z,1310,"['cheatsheet', 'convolutional-neural-networks', 'data-science', 'deep-learning', 'recurrent-neural-networks']",['Machine Learning']
seq2seq,2017-03-02T22:49:20Z,1304,"['deeplearning', 'machine-translation', 'neural-network', 'tensorflow', 'translation']",['Machine Learning']
pattern_classification,2014-03-30T05:34:34Z,1291,"['machine-learning', 'machine-learning-algorithms', 'pattern-classification']",['Machine Learning']
Hands-On-Data-Analysis-with-Pandas-2nd-edition,2020-08-24T21:35:49Z,1289,"['data-analysis', 'data-analysis-pandas', 'data-analysis-python', 'data-manipulation', 'data-science', 'data-wrangling', 'machine-learning', 'pandas', 'visualizing-data']",['Machine Learning']
mne-python,2011-01-28T03:31:13Z,1280,"['ecog', 'eeg', 'electrocorticography', 'electroencephalography', 'machine-learning', 'magnetoencephalography', 'meg', 'neuroimaging', 'neuroscience', 'python', 'statistics', 'visualization']",['Machine Learning']
covid-chestxray-dataset,2020-02-14T23:22:23Z,1278,"['computed-tomography', 'computer-vision', 'covid-19', 'dataset', 'deep-learning', 'xray']",['Machine Learning']
sonnet,2017-04-03T11:34:35Z,1277,"['artificial-intelligence', 'deep-learning', 'machine-learning', 'neural-networks', 'tensorflow']",['Machine Learning']
sktime,2018-11-06T15:08:24Z,1277,"['data-mining', 'data-science', 'forecasting', 'hacktoberfest', 'machine-learning', 'scikit-learn', 'time-series', 'time-series-analysis', 'time-series-classification', 'time-series-regression']",['Machine Learning']
DeepLearning,2020-02-27T07:11:46Z,1277,"['bayesian', 'deep-learning', 'ensemble-learning', 'machine-learning', 'python', 'regularization', 'xgboost']",['Machine Learning']
daily-paper-computer-vision,2018-05-15T16:27:19Z,1273,"['computer-vision', 'deep-learning', 'face-detection', 'machine-learning', 'object-detection', 'paper']",['Machine Learning']
deep-learning-keras-tensorflow,2016-08-02T10:13:21Z,1272,"['anaconda', 'cudnn', 'deep-learning', 'keras', 'keras-tensorflow', 'keras-tutorials', 'python', 'tensorflow', 'theano', 'tutorial']","['Machine Learning', 'Beginner']"
ml-visuals,2020-05-17T13:42:29Z,1271,"['artificial-intelligence', 'deep-learning', 'design', 'machine-learning', 'natural-language-processing']",['Machine Learning']
imbalanced-learn,2014-08-16T05:08:26Z,1269,"['data-analysis', 'data-science', 'machine-learning', 'python', 'statistics']",['Machine Learning']
donkeycar,2016-12-10T06:35:09Z,1266,"['cv2', 'donkeycar', 'jetson-nano', 'keras', 'python', 'raspberry-pi', 'self-driving-car', 'tensorflow', 'vision']",['Machine Learning']
speechbrain,2020-04-28T17:48:45Z,1266,"['asr', 'audio', 'audio-processing', 'deep-learning', 'huggingface', 'language-model', 'pytorch', 'speaker-diarization', 'speaker-recognition', 'speaker-verification', 'speech-enhancement', 'speech-processing', 'speech-recognition', 'speech-separation', 'speech-to-text', 'speech-toolkit', 'speechrecognition', 'spoken-language-understanding', 'transformers', 'voice-recognition']",['Machine Learning']
machine-learning-course,2019-02-15T00:23:19Z,1263,"['algorithms', 'artificial-intelligence', 'machine-learning', 'machine-learning-algorithms', 'python']",['Machine Learning']
Deep-Learning-with-PyTorch-Tutorials,2018-11-26T04:21:46Z,1261,"['artificial-intelligence', 'convolutional-neural-networks', 'deep-learning', 'generative-adversarial-network', 'machine-learning', 'pytorch', 'recurrent-neural-networks', 'tutorial']","['Machine Learning', 'Beginner']"
Deep-Learning-Interview-Book,2019-06-24T15:06:11Z,1261,"['computer-vision', 'deep-learning', 'interview', 'machine-learning', 'natural-language-processing', 'recommendation-system', 'slam']",['Machine Learning']
tensorflow-yolov4-tflite,2020-04-24T10:22:52Z,1235,"['android', 'object-detection', 'tensorflow', 'tensorrt', 'tf2', 'tflite', 'yolov3', 'yolov3-tiny', 'yolov4']",['Machine Learning']
d2l-pytorch,2019-05-11T04:35:20Z,1231,"['book', 'computer-vision', 'd2l', 'data-science', 'deep-learning', 'dive-into-deep-learning', 'mxnet', 'nlp', 'pytorch', 'pytorch-implmention']",['Machine Learning']
Deep_reinforcement_learning_Course,2018-03-25T10:08:52Z,1225,"['a2c', 'actor-critic', 'deep-learning', 'deep-q-learning', 'deep-q-network', 'deep-reinforcement-learning', 'ppo', 'pytorch', 'qlearning', 'tensorflow', 'tensorflow-tutorials', 'unity']",['Machine Learning']
azureml-examples,2020-08-21T18:04:26Z,1222,"['azure', 'azure-machine-learning', 'azureml', 'data-science', 'ml']",['Machine Learning']
TensorFlow-Book,2016-03-06T23:30:57Z,1216,"['autoencoder', 'book', 'classification', 'clustering', 'convolutional-neural-networks', 'linear-regression', 'logistic-regression', 'machine-learning', 'regression', 'reinforcement-learning', 'tensorflow']",['Machine Learning']
awesome-project-ideas,2017-08-19T09:37:58Z,1215,"['awesome', 'awesome-list', 'classification', 'dataset', 'deep-learning', 'forecasting', 'image-classification', 'machine-learning', 'multi-label-classification', 'series-forecasting']",['Machine Learning']
gluon-cv,2018-02-26T01:33:21Z,1210,"['action-recognition', 'computer-vision', 'deep-learning', 'gan', 'gluon', 'image-classification', 'machine-learning', 'mxnet', 'neural-network', 'object-detection', 'person-reid', 'pose-estimation', 'semantic-segmentation']",['Machine Learning']
singa,2015-04-02T07:00:05Z,1207,['deep-learning'],['Machine Learning']
